date,high,low,open,close
2/20/17,1237.3,1233.2,1237.3,1233.2
2/21/17,1236.65,1233.2,1233.2,1236.65
2/22/17,1247.9,1236.65,1236.65,1247.9
2/23/17,1253.65,1247.9,1247.9,1253.65
2/24/17,1257.2,1253.65,1253.65,1257.2
2/27/17,1257.2,1255.6,1257.2,1255.6
2/28/17,1255.6,1240.4,1255.6,1240.4
3/1/17,1240.4,1238.1,1240.4,1238.1
3/2/17,1238.1,1226.5,1238.1,1226.5
3/3/17,1230.95,1226.5,1226.5,1230.95
3/6/17,1230.95,1216.65,1230.95,1216.65
3/7/17,1216.65,1209.2,1216.65,1209.2
3/8/17,1209.2,1206.55,1209.2,1206.55
3/9/17,1206.55,1202.65,1206.55,1202.65
3/10/17,1204.2,1202.65,1202.65,1204.2
3/13/17,1204.6,1204.2,1204.2,1204.6
3/14/17,1204.6,1198.8,1204.6,1198.8
3/15/17,1229.35,1198.8,1198.8,1229.35
3/16/17,1229.6,1229.35,1229.35,1229.6
3/17/17,1232.4,1229.6,1229.6,1232.4
3/20/17,1241.6,1232.4,1232.4,1241.6
3/21/17,1249.05,1241.6,1241.6,1249.05
3/22/17,1249.05,1247.5,1249.05,1247.5
3/23/17,1247.5,1247.5,1247.5,1247.5
3/24/17,1257.55,1247.5,1247.5,1257.55
3/27/17,1257.55,1257.25,1257.55,1257.25
3/28/17,1257.25,1251.1,1257.25,1251.1
3/29/17,1251.1,1248.8,1251.1,1248.8
3/30/17,1248.8,1244.85,1248.8,1244.85
3/31/17,1247.25,1244.85,1244.85,1247.25
4/3/17,1257.65,1247.25,1247.25,1257.65
4/4/17,1257.65,1245.8,1257.65,1245.8
4/5/17,1252.5,1245.8,1245.8,1252.5
4/6/17,1266.45,1252.5,1252.5,1266.45
4/7/17,1266.45,1250.05,1266.45,1250.05
4/10/17,1252.9,1250.05,1250.05,1252.9
4/11/17,1274.3,1252.9,1252.9,1274.3
4/12/17,1284.15,1274.3,1274.3,1284.15
4/13/17,1284.15,1278.95,1284.15,1278.95
4/18/17,1279.05,1278.95,1278.95,1279.05
4/19/17,1282.1,1279.05,1279.05,1282.1
4/20/17,1282.1,1281.85,1282.1,1281.85
4/21/17,1281.85,1269.4,1281.85,1269.4
4/24/17,1269.4,1267.8,1269.4,1267.8
4/25/17,1267.8,1261.85,1267.8,1261.85
4/26/17,1262.8,1261.85,1261.85,1262.8
4/27/17,1266.45,1262.8,1262.8,1266.45
4/28/17,1266.45,1255.45,1266.45,1255.45
5/2/17,1255.45,1250.3,1255.45,1250.3
5/3/17,1250.3,1228.45,1250.3,1228.45
5/4/17,1228.45,1228.05,1228.45,1228.05
5/5/17,1229.8,1228.05,1228.05,1229.8
5/8/17,1229.8,1220.4,1229.8,1220.4
5/9/17,1222.95,1220.4,1220.4,1222.95
5/10/17,1223.15,1222.95,1222.95,1223.15
5/11/17,1231.25,1223.15,1223.15,1231.25
5/12/17,1233.3,1231.25,1231.25,1233.3
5/15/17,1234.2,1233.3,1233.3,1234.2
5/16/17,1257.4,1234.2,1234.2,1257.4
5/17/17,1257.4,1255.9,1257.4,1255.9
5/18/17,1255.9,1252.0,1255.9,1252.0
5/19/17,1258.85,1252.0,1252.0,1258.85
5/22/17,1260.2,1258.85,1258.85,1260.2
5/23/17,1260.2,1252.55,1260.2,1252.55
5/24/17,1256.95,1252.55,1252.55,1256.95
5/25/17,1265.05,1256.95,1256.95,1265.05
5/26/17,1265.05,1262.7,1265.05,1262.7
5/30/17,1266.2,1262.7,1262.7,1266.2
5/31/17,1266.2,1264.85,1266.2,1264.85
6/1/17,1274.95,1264.85,1264.85,1274.95
6/2/17,1279.95,1274.95,1274.95,1279.95
6/5/17,1293.5,1279.95,1279.95,1293.5
6/6/17,1293.5,1291.0,1293.5,1291.0
6/7/17,1291.0,1273.1,1291.0,1273.1
6/8/17,1273.1,1266.55,1273.1,1266.55
6/9/17,1266.55,1266.4,1266.55,1266.4
6/12/17,1266.4,1262.0,1266.4,1262.0
6/13/17,1275.5,1262.0,1262.0,1275.5
6/14/17,1275.5,1254.55,1275.5,1254.55
6/15/17,1255.4,1254.55,1254.55,1255.4
6/16/17,1255.4,1248.15,1255.4,1248.15
6/19/17,1248.15,1242.2,1248.15,1242.2
6/20/17,1242.5,1242.2,1242.2,1242.5
6/21/17,1250.8,1242.5,1242.5,1250.8
6/22/17,1255.7,1250.8,1250.8,1255.7
6/23/17,1255.7,1245.25,1255.7,1245.25
6/26/17,1249.55,1245.25,1245.25,1249.55
6/27/17,1249.55,1248.0,1249.55,1248.0
6/28/17,1248.0,1243.5,1248.0,1243.5
6/29/17,1243.5,1242.25,1243.5,1242.25
6/30/17,1242.25,1229.25,1242.25,1229.25
7/3/17,1229.25,1223.75,1229.25,1223.75
7/4/17,1223.75,1220.3,1223.75,1220.3
7/5/17,1224.9,1220.3,1220.3,1224.9
7/6/17,1224.9,1215.65,1224.9,1215.65
7/7/17,1215.65,1211.9,1215.65,1211.9
7/10/17,1211.9,1211.05,1211.9,1211.05
7/11/17,1218.8,1211.05,1211.05,1218.8
7/12/17,1218.9,1218.8,1218.8,1218.9
7/13/17,1230.3,1218.9,1218.9,1230.3
7/14/17,1234.1,1230.3,1230.3,1234.1
7/17/17,1240.75,1234.1,1234.1,1240.75
7/18/17,1242.15,1240.75,1240.75,1242.15
7/19/17,1242.15,1238.7,1242.15,1238.7
7/20/17,1248.55,1238.7,1238.7,1248.55
7/21/17,1255.55,1248.55,1248.55,1255.55
7/24/17,1255.55,1254.4,1255.55,1254.4
7/25/17,1254.4,1248.1,1254.4,1248.1
7/26/17,1261.1,1248.1,1248.1,1261.1
7/27/17,1264.9,1261.1,1261.1,1264.9
7/28/17,1267.55,1264.9,1264.9,1267.55
7/31/17,1270.95,1267.55,1267.55,1270.95
8/1/17,1270.95,1269.6,1270.95,1269.6
8/2/17,1269.6,1268.1,1269.6,1268.1
8/3/17,1268.1,1257.7,1268.1,1257.7
8/4/17,1258.0,1257.7,1257.7,1258.0
8/7/17,1261.8,1258.0,1258.0,1261.8
8/8/17,1271.05,1261.8,1261.8,1271.05
8/9/17,1284.4,1271.05,1271.05,1284.4
8/10/17,1286.1,1284.4,1284.4,1286.1
8/11/17,1286.1,1282.3,1286.1,1282.3
8/14/17,1282.3,1270.3,1282.3,1270.3
8/15/17,1272.75,1270.3,1270.3,1272.75
8/16/17,1285.15,1272.75,1272.75,1285.15
8/17/17,1295.8,1285.15,1285.15,1295.8
8/18/17,1295.8,1292.9,1295.8,1292.9
8/21/17,1292.9,1284.2,1292.9,1284.2
8/22/17,1286.65,1284.2,1284.2,1286.65
8/23/17,1289.0,1286.65,1286.65,1289.0
8/24/17,1289.0,1285.3,1289.0,1285.3
8/25/17,1318.65,1285.3,1285.3,1318.65
8/29/17,1318.65,1308.5,1318.65,1308.5
8/30/17,1311.75,1308.5,1308.5,1311.75
8/31/17,1320.4,1311.75,1311.75,1320.4
9/1/17,1333.1,1320.4,1320.4,1333.1
9/4/17,1335.55,1333.1,1333.1,1335.55
9/5/17,1337.85,1335.55,1335.55,1337.85
9/6/17,1343.5,1337.85,1337.85,1343.5
9/7/17,1346.25,1343.5,1343.5,1346.25
9/8/17,1346.25,1334.2,1346.25,1334.2
9/11/17,1334.2,1326.5,1334.2,1326.5
9/12/17,1327.55,1326.5,1326.5,1327.55
9/13/17,1327.55,1324.55,1327.55,1324.55
9/14/17,1324.55,1322.85,1324.55,1322.85
9/15/17,1322.85,1312.1,1322.85,1312.1
9/18/17,1312.1,1309.6,1312.1,1309.6
9/19/17,1311.3,1309.6,1309.6,1311.3
9/20/17,1311.3,1292.1,1311.3,1292.1
9/21/17,1294.8,1292.1,1292.1,1294.8
9/22/17,1294.8,1293.3,1294.8,1293.3
9/25/17,1300.05,1293.3,1293.3,1300.05
9/26/17,1300.05,1282.55,1300.05,1282.55
9/27/17,1283.35,1282.55,1282.55,1283.35
9/28/17,1283.35,1283.1,1283.35,1283.1
9/29/17,1283.1,1273.7,1283.1,1273.7
10/2/17,1273.7,1271.25,1273.7,1271.25
10/3/17,1274.25,1271.25,1271.25,1274.25
10/4/17,1274.5,1274.25,1274.25,1274.5
10/5/17,1274.5,1261.8,1274.5,1261.8
10/6/17,1278.75,1261.8,1261.8,1278.75
10/9/17,1291.4,1278.75,1278.75,1291.4
10/10/17,1291.4,1289.25,1291.4,1289.25
10/11/17,1290.25,1289.25,1289.25,1290.25
10/12/17,1299.6,1290.25,1290.25,1299.6
10/13/17,1303.3,1299.6,1299.6,1303.3
10/16/17,1303.3,1284.75,1303.3,1284.75
10/17/17,1284.75,1280.2,1284.75,1280.2
10/18/17,1286.4,1280.2,1280.2,1286.4
10/19/17,1286.4,1281.2,1286.4,1281.2
10/20/17,1281.2,1274.9,1281.2,1274.9
10/23/17,1276.45,1274.9,1274.9,1276.45
10/24/17,1276.45,1275.0,1276.45,1275.0
10/25/17,1275.0,1273.75,1275.0,1273.75
10/26/17,1273.75,1266.45,1273.75,1266.45
10/27/17,1272.0,1266.45,1266.45,1272.0
10/30/17,1272.0,1270.15,1272.0,1270.15
10/31/17,1277.05,1270.15,1270.15,1277.05
11/1/17,1279.2,1277.05,1277.05,1279.2
11/2/17,1279.2,1267.2,1279.2,1267.2
11/3/17,1270.9,1267.2,1267.2,1270.9
11/6/17,1275.6,1270.9,1270.9,1275.6
11/7/17,1284.0,1275.6,1275.6,1284.0
11/8/17,1284.8,1284.0,1284.0,1284.8
11/9/17,1284.8,1284.3,1284.8,1284.3
11/10/17,1284.3,1277.95,1284.3,1277.95
11/13/17,1277.95,1274.6,1277.95,1274.6
11/14/17,1282.2,1274.6,1274.6,1282.2
11/15/17,1282.2,1280.0,1282.2,1280.0
11/16/17,1284.35,1280.0,1280.0,1284.35
11/17/17,1286.2,1284.35,1284.35,1286.2
11/20/17,1286.2,1283.3,1286.2,1283.3
11/21/17,1286.95,1283.3,1283.3,1286.95
11/22/17,1290.35,1286.95,1286.95,1290.35
11/23/17,1290.5,1290.35,1290.35,1290.5
11/24/17,1294.9,1290.5,1290.5,1294.9
11/27/17,1294.9,1291.85,1294.9,1291.85
11/28/17,1291.85,1283.85,1291.85,1283.85
11/29/17,1283.85,1280.2,1283.85,1280.2
11/30/17,1280.2,1275.5,1280.2,1275.5
12/1/17,1275.5,1273.45,1275.5,1273.45
12/4/17,1273.45,1266.3,1273.45,1266.3
12/5/17,1266.3,1263.7,1266.3,1263.7
12/6/17,1263.7,1255.0,1263.7,1255.0
12/7/17,1255.0,1250.65,1255.0,1250.65
12/8/17,1250.65,1247.15,1250.65,1247.15
12/11/17,1247.15,1240.9,1247.15,1240.9
12/12/17,1242.65,1240.9,1240.9,1242.65
12/13/17,1251.0,1242.65,1242.65,1251.0
12/14/17,1254.6,1251.0,1251.0,1254.6
12/15/17,1260.6,1254.6,1254.6,1260.6
12/18/17,1260.6,1260.35,1260.6,1260.35
12/19/17,1264.55,1260.35,1260.35,1264.55
12/20/17,1264.55,1264.55,1264.55,1264.55
12/21/17,1264.55,1264.55,1264.55,1264.55
12/22/17,1279.4,1279.4,1264.55,1279.4
12/27/17,1291.0,1279.4,1279.4,1291.0
12/28/17,1291.0,1291.0,1291.0,1291.0
12/29/17,1312.05,1312.05,1291.0,1312.05
1/2/18,1314.9,1312.05,1312.05,1314.9
1/3/18,1314.9,1314.5,1314.9,1314.5
1/4/18,1317.15,1314.5,1314.5,1317.15
1/5/18,1319.95,1317.15,1317.15,1319.95
1/8/18,1319.95,1311.0,1319.95,1311.0
1/9/18,1319.75,1311.0,1311.0,1319.75
1/10/18,1323.05,1319.75,1319.75,1323.05
1/11/18,1326.8,1323.05,1323.05,1326.8
1/12/18,1339.25,1326.8,1326.8,1339.25
1/15/18,1339.25,1333.85,1339.25,1333.85
1/16/18,1335.65,1333.85,1333.85,1335.65
1/17/18,1335.65,1332.2,1335.65,1332.2
1/18/18,1334.95,1332.2,1332.2,1334.95
1/19/18,1334.95,1332.6,1334.95,1332.6
1/22/18,1333.4,1332.6,1332.6,1333.4
1/23/18,1353.7,1333.4,1333.4,1353.7
1/24/18,1354.95,1353.7,1353.7,1354.95
1/25/18,1354.95,1353.15,1354.95,1353.15
1/26/18,1353.15,1343.85,1353.15,1343.85
1/29/18,1344.9,1343.85,1343.85,1344.9
1/30/18,1345.05,1344.9,1344.9,1345.05
1/31/18,1345.05,1341.35,1345.05,1341.35
2/1/18,1341.35,1331.15,1341.35,1331.15
2/2/18,1333.6,1331.15,1331.15,1333.6
2/5/18,1333.6,1331.4,1333.6,1331.4
2/6/18,1331.4,1324.65,1331.4,1324.65
2/7/18,1324.65,1315.45,1324.65,1315.45
2/8/18,1315.45,1314.1,1315.45,1314.1
2/9/18,1322.3,1314.1,1314.1,1322.3
2/12/18,1325.35,1322.3,1322.3,1325.35
2/13/18,1336.25,1325.35,1325.35,1336.25
2/14/18,1352.45,1336.25,1336.25,1352.45
2/15/18,1352.45,1352.1,1352.45,1352.1
2/16/18,1352.1,1346.6,1352.1,1346.6
2/19/18,1346.6,1339.85,1346.6,1339.85
2/20/18,1339.85,1330.5,1339.85,1330.5
2/21/18,1330.5,1328.35,1330.5,1328.35
2/22/18,1328.35,1327.95,1328.35,1327.95
2/23/18,1333.5,1327.95,1327.95,1333.5
2/26/18,1333.5,1325.75,1333.5,1325.75
2/27/18,1325.75,1317.85,1325.75,1317.85
2/28/18,1317.85,1307.75,1317.85,1307.75
3/1/18,1322.3,1307.75,1307.75,1322.3
3/2/18,1322.3,1320.4,1322.3,1320.4
3/5/18,1331.4,1320.4,1320.4,1331.4
3/6/18,1331.4,1329.4,1331.4,1329.4
3/7/18,1329.4,1321.0,1329.4,1321.0
3/8/18,1321.0,1320.6,1321.0,1320.6
3/9/18,1320.6,1319.15,1320.6,1319.15
3/12/18,1322.75,1319.15,1319.15,1322.75
3/13/18,1323.55,1322.75,1322.75,1323.55
3/14/18,1323.55,1318.75,1323.55,1318.75
3/15/18,1318.75,1310.1,1318.75,1310.1
3/16/18,1312.4,1310.1,1310.1,1312.4
3/19/18,1312.4,1311.0,1312.4,1311.0
3/20/18,1321.35,1311.0,1311.0,1321.35
3/21/18,1329.15,1321.35,1321.35,1329.15
3/22/18,1346.6,1329.15,1329.15,1346.6
3/23/18,1352.4,1346.6,1346.6,1352.4
3/26/18,1352.4,1341.45,1352.4,1341.45
3/27/18,1341.45,1332.45,1341.45,1332.45
3/28/18,1332.45,1323.85,1332.45,1323.85
3/29/18,1333.45,1323.85,1323.85,1333.45
4/3/18,1337.3,1333.45,1333.45,1337.3
4/4/18,1337.3,1327.7,1337.3,1327.7
4/5/18,1331.2,1327.7,1327.7,1331.2
4/6/18,1331.95,1331.2,1331.2,1331.95
4/9/18,1338.95,1331.95,1331.95,1338.95
4/10/18,1350.75,1338.95,1338.95,1350.75
4/11/18,1350.75,1341.35,1350.75,1341.35
4/12/18,1343.7,1341.35,1341.35,1343.7
4/13/18,1349.35,1343.7,1343.7,1349.35
4/16/18,1349.35,1342.1,1349.35,1342.1
4/17/18,1351.45,1342.1,1342.1,1351.45
4/18/18,1351.45,1348.6,1351.45,1348.6
4/19/18,1348.6,1336.75,1348.6,1336.75
4/20/18,1336.75,1324.3,1336.75,1324.3
4/23/18,1328.85,1324.3,1324.3,1328.85
4/24/18,1328.85,1321.65,1328.85,1321.65
4/25/18,1321.65,1320.7,1321.65,1320.7
4/26/18,1321.5,1320.7,1320.7,1321.5
4/27/18,1321.5,1313.2,1321.5,1313.2
4/30/18,1313.2,1307.1,1313.2,1307.1
5/1/18,1307.1,1304.2,1307.1,1304.2
5/2/18,1315.05,1304.2,1304.2,1315.05
5/3/18,1315.05,1309.4,1315.05,1309.4
5/4/18,1309.4,1306.6,1309.4,1306.6
5/8/18,1313.85,1306.6,1306.6,1313.85
5/9/18,1318.8,1313.85,1313.85,1318.8
5/10/18,1324.35,1318.8,1318.8,1324.35
5/11/18,1324.35,1319.85,1324.35,1319.85
5/14/18,1319.85,1295.0,1319.85,1295.0
5/15/18,1295.0,1291.25,1295.0,1291.25
5/16/18,1291.25,1289.5,1291.25,1289.5
5/17/18,1289.5,1288.3,1289.5,1288.3
5/18/18,1288.35,1288.3,1288.3,1288.35
5/21/18,1293.05,1288.35,1288.35,1293.05
5/22/18,1293.05,1289.0,1293.05,1289.0
5/23/18,1304.85,1289.0,1289.0,1304.85
5/24/18,1304.85,1303.5,1304.85,1303.5
5/25/18,1303.5,1295.5,1303.5,1295.5
5/29/18,1300.7,1295.5,1295.5,1300.7
5/30/18,1305.35,1300.7,1300.7,1305.35
5/31/18,1305.35,1294.6,1305.35,1294.6
6/1/18,1295.45,1294.6,1294.6,1295.45
6/4/18,1295.45,1292.05,1295.45,1292.05
6/5/18,1300.1,1292.05,1292.05,1300.1
6/6/18,1300.1,1297.25,1300.1,1297.25
6/7/18,1298.25,1297.25,1297.25,1298.25
6/8/18,1299.6,1298.25,1298.25,1299.6
6/11/18,1299.6,1298.65,1299.6,1298.65
6/12/18,1298.65,1296.15,1298.65,1296.15
6/13/18,1302.75,1296.15,1296.15,1302.75
6/14/18,1302.75,1285.25,1302.75,1285.25
6/15/18,1285.25,1281.55,1285.25,1281.55
6/18/18,1281.55,1276.15,1281.55,1276.15
6/19/18,1276.15,1274.2,1276.15,1274.2
6/20/18,1274.2,1266.15,1274.2,1266.15
6/21/18,1269.15,1266.15,1266.15,1269.15
6/22/18,1269.15,1268.7,1269.15,1268.7
6/25/18,1268.7,1260.3,1268.7,1260.3
6/26/18,1260.3,1254.6,1260.3,1254.6
6/27/18,1254.6,1251.55,1254.6,1251.55
6/28/18,1251.55,1250.45,1251.55,1250.45
6/29/18,1250.45,1247.8,1250.45,1247.8
7/2/18,1251.75,1247.8,1247.8,1251.75
7/3/18,1255.65,1251.75,1251.75,1255.65
7/4/18,1255.65,1255.5,1255.65,1255.5
7/5/18,1255.5,1255.35,1255.5,1255.35
7/6/18,1262.05,1255.35,1255.35,1262.05
7/9/18,1262.05,1254.0,1262.05,1254.0
7/10/18,1254.0,1251.4,1254.0,1251.4
7/11/18,1251.4,1245.9,1251.4,1245.9
7/12/18,1245.9,1241.7,1245.9,1241.7
7/13/18,1241.7,1241.1,1241.7,1241.1
7/16/18,1241.1,1232.8,1241.1,1232.8
7/17/18,1232.8,1224.5,1232.8,1224.5
7/18/18,1224.5,1217.55,1224.5,1217.55
7/19/18,1228.75,1217.55,1217.55,1228.75
7/20/18,1228.75,1224.95,1228.75,1224.95
7/23/18,1228.35,1224.95,1224.95,1228.35
7/24/18,1231.5,1228.35,1228.35,1231.5
7/25/18,1231.5,1228.25,1231.5,1228.25
7/26/18,1228.25,1223.95,1228.25,1223.95
7/27/18,1223.95,1223.8,1223.95,1223.8
7/30/18,1223.8,1220.95,1223.8,1220.95
7/31/18,1220.95,1219.0,1220.95,1219.0
8/1/18,1219.0,1215.45,1219.0,1215.45
8/2/18,1216.3,1215.45,1215.45,1216.3
8/3/18,1216.3,1209.65,1216.3,1209.65
8/6/18,1212.35,1209.65,1209.65,1212.35
8/7/18,1212.35,1209.55,1212.35,1209.55
8/8/18,1214.35,1209.55,1209.55,1214.35
8/9/18,1214.4,1214.35,1214.35,1214.4
8/10/18,1214.4,1200.35,1214.4,1200.35
8/13/18,1200.35,1197.0,1200.35,1197.0
8/14/18,1197.0,1182.0,1197.0,1182.0
8/15/18,1182.0,1180.4,1182.0,1180.4
8/16/18,1180.4,1178.4,1180.4,1178.4
8/17/18,1184.35,1178.4,1178.4,1184.35
8/20/18,1190.95,1184.35,1184.35,1190.95
8/21/18,1196.65,1190.95,1190.95,1196.65
8/22/18,1196.65,1192.35,1196.65,1192.35
8/23/18,1197.7,1192.35,1192.35,1197.7
8/24/18,1212.25,1197.7,1197.7,1212.25
8/28/18,1212.25,1204.2,1212.25,1204.2
8/29/18,1204.2,1197.3,1204.2,1197.3
8/30/18,1202.45,1197.3,1197.3,1202.45
8/31/18,1202.45,1200.05,1202.45,1200.05
9/3/18,1200.05,1190.85,1200.05,1190.85
9/4/18,1196.7,1190.85,1190.85,1196.7
9/5/18,1205.15,1196.7,1196.7,1205.15
9/6/18,1205.15,1198.9,1205.15,1198.9
9/7/18,1198.9,1196.6,1198.9,1196.6
9/10/18,1196.6,1189.85,1196.6,1189.85
9/11/18,1195.6,1189.85,1189.85,1195.6
9/12/18,1209.8,1195.6,1195.6,1209.8
9/13/18,1209.8,1201.95,1209.8,1201.95
9/14/18,1201.95,1201.9,1201.95,1201.9
9/17/18,1201.9,1200.2,1201.9,1200.2
9/18/18,1203.3,1200.2,1200.2,1203.3
9/19/18,1208.35,1203.3,1203.3,1208.35
9/20/18,1208.35,1198.7,1208.35,1198.7
9/21/18,1202.75,1198.7,1198.7,1202.75
9/24/18,1202.75,1201.9,1202.75,1201.9
9/25/18,1201.9,1194.25,1201.9,1194.25
9/26/18,1194.25,1185.4,1194.25,1185.4
9/27/18,1187.25,1185.4,1185.4,1187.25
9/28/18,1189.35,1187.25,1187.25,1189.35
10/1/18,1204.7,1189.35,1189.35,1204.7
10/2/18,1204.7,1201.2,1204.7,1201.2
10/3/18,1203.45,1201.2,1201.2,1203.45
10/4/18,1203.8,1203.45,1203.45,1203.8
10/5/18,1203.8,1186.95,1203.8,1186.95
10/8/18,1186.95,1185.55,1186.95,1185.55
10/9/18,1188.6,1185.55,1185.55,1188.6
10/10/18,1205.55,1188.6,1188.6,1205.55
10/11/18,1219.75,1205.55,1205.55,1219.75
10/12/18,1229.95,1219.75,1219.75,1229.95
10/15/18,1230.7,1229.95,1229.95,1230.7
10/16/18,1230.7,1229.05,1230.7,1229.05
10/17/18,1229.05,1223.0,1229.05,1223.0
10/18/18,1227.85,1223.0,1223.0,1227.85
10/19/18,1227.85,1222.3,1227.85,1222.3
10/22/18,1235.95,1222.3,1222.3,1235.95
10/23/18,1235.95,1230.55,1235.95,1230.55
10/24/18,1230.8,1230.55,1230.55,1230.8
